feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,label
0.46196440396886285,0.6759789874291333,0.5996826540225796,0.0973575532560154,0.5404834931763415,0.4860773194008665,0.5297119324449647,0.43168960264927136,0.7099460448512167,0.761959952165133,0.22824884954317426,0.26534617361619045,0.6266803699796389,0.23396384151885868,0.33742679332621167,0.025919652668310644,0.0890030279141778,0.3464354846314226,0.566106891644442,0.15904350051493782,0.1118902278308596,0.35906385955898534,0.3099444791839481,0.22813142480221016,0.17773047921103993,0.21055164916184183,0.1103114416818397,0.13802127608470854,0.16758281380921972,0.08125051285449494,0.08971900292355027,0.051686775769424105,0.6604069471003422,0.5648527454474483,0.5929658169755752,0.28461376470552613,0.0983595158838825,0.5220882999023877,0.6306983386268099,0.5825637108068975,0.02143127375025555,0.10282369302297903,0.232157415867648,0.1719872620447799,0.003689826416807755,0.0032705013458729903,0.1536642688242966,0.3592240388553593,0.1934695640133527,0.3267372716622442,0.40504677784475684,0.9215488732951423,0.29013644755730394,0.8774028482539519,0.729265597996949,0.6110578617106284,0.12986414356139253,0.16740373200260078,0.713802119879094,0.4822737125384846,0.2639418574754287,0.06461556078717706,0.323114063992421,0.6504946850025851,0.21396296322280195,0.4518700950187955,0.12684508712895176,0.34204236577529595,0.2312924521409791,0.4279946523595801,0.11015016460407959,0.5134342496500024,0.18983182519944658,0.040428108048586736,0.4299761190814278,0.636945647324704,0.3083134959143484,0.04816843593474903,0.09594994455863055,0.6872722501498993,0.41267216862979567,0.8011759131438428,0.07770833504098762,0.31814713209576384,0.23358268893264816,0.10778498033839697,0.10595944583405684,0.1655879445206714,0.21033277920441681,0.035313454008306495,0.036129221302195876,0.18740700413981468,0.16507522077980005,0.22395795378915614,0.031991509596089915,0.06384459500821793,0.5120026874597162,0.4916759309556412,0.4553335947366158,0.5080782734149789,0.056559032754752187,0.2810812392279839,0.8900313570179572,0.7831893537084335,0.16027158390105625,0.04807599164775418,0.03687024155315988,0.3498309422944128,0.7468749219553504,0.8136817828221756,0.7631167858674877,0.684436493138221,0.09144708571966643,0.33933293409339277,0.3493661245120962,0.19749749022166407,0.11668974155789344,0.41388030148387556,0.3728959702537678,0.20309519355037345,0.0454419690842235,0.16889567971352645,0.09932093152962579,0.178864154369704,0.12046635289053431,0.4849827359670831,0.31843329389260155,0.056894428143327236,1.0
0.794700320182085,0.02358518084538661,0.1295700004400601,0.31489368033090903,0.5820047311538968,0.0812107738346248,0.1799918828863667,0.04214537067639871,0.7381703556304746,0.010367244223410402,0.45948726428879566,1.0,0.5983905082132778,0.03745124023982437,0.07478983016108254,0.2480846605621975,0.17243507531522623,0.05776241524394664,0.35918268419711447,0.39871151451508363,0.10631771472670813,0.13051493914856985,0.22981317998176737,0.09807944657562216,0.04569765366525122,0.033390767607776956,0.35274152518407603,0.8048605282520447,0.24953740243669242,0.017181181035139707,0.015125992227082004,0.00697526123380028,0.9441058650522935,0.8810987456560042,0.8506620961162794,0.8817674303519264,0.029058282958144666,0.05020174797604578,0.09033466579693372,0.11302410518355127,0.006469617116529721,0.10984296279837337,0.6684230030812999,0.577818585231529,0.17801041413633303,0.06034482170326792,0.08764592779161443,0.06089099679947817,0.10571444486923443,0.15247226522212554,0.23414293840938818,0.44142724002340883,0.13187870919219674,0.18468877008555987,0.23728588916361468,0.5617351607341374,0.043137894638529135,0.3126641060050949,0.8803454830182047,0.5050687885785746,0.025292376010506552,0.2737776163556152,0.29757276874347016,0.21734156118944445,0.10031891547279863,0.24051552514174204,0.2196742637510889,0.6534992152213874,0.12076655504906703,0.39048608186443956,0.2171071309514206,0.6144702065776777,0.09343903278404973,0.3498019549929769,0.3865535104521615,0.5940230810130539,0.017243049520258395,0.1217839497732212,0.8181466212908817,0.6009299186084296,0.1977894847893971,0.4140024294123154,0.28964229504107664,0.6796865064282307,0.1263067801489931,0.1174094116330452,0.3212144756095546,0.27485831913829395,0.15881754196308967,0.19117516837314258,0.2558470090968404,0.33369223545129467,0.06849994636808636,0.13184749941495683,0.3990015355804112,0.5317280470890633,0.17849730883117781,0.04084469638909108,0.0400830478072373,0.30474170920371396,0.08855709237923565,0.08772308010996611,0.8003597142426365,0.602159173349043,0.14394860589163236,0.23936985042181905,0.8020617170052731,0.5752859980914931,0.4606538861969608,0.9203083894039199,0.8176898484925692,0.8034738131619628,0.0684762772897265,0.0,0.05408196682153692,0.3628624570959004,0.026913927381981582,0.042063750784553225,0.06799608405786728,0.019743288036031877,0.3846163359941544,0.033150851443420414,0.18928476641543374,0.5656597197221056,0.9231024107008561,0.1100607179421898,0.058137854779872294,0.28815192345881846,1.0
0.043379222718285426,0.8999753593612394,0.43370309415371583,0.017268165943966705,0.09869141201335452,0.621702990497431,0.6871876497085736,0.4741155147397109,0.4283045863787566,0.8410444007611666,0.418705600346132,0.2032566385623031,0.30502004494720836,0.36928567046534905,0.3342280810747472,0.13090898551612723,0.0190514576336428,0.6333050958134061,0.394565754769164,0.14934693985843947,0.18038536471118582,0.5805245177402396,1.0,1.0,0.26914265791952113,0.5202319458409485,0.24473997214488133,0.1378913659532462,0.4964626970812303,0.32033414742124366,0.10629932421268624,0.08680431112713012,0.024788374996854712,0.0,0.4970030433625605,0.92077111801317,0.18359796130029168,0.47827159213494314,0.9959830372148489,0.9379069521387273,0.05560725878229075,0.16376443844206265,0.33557246999203677,0.00505962551593897,0.2022584132814736,0.035203580463186786,0.0258450210813014,0.054555343289747676,0.36008193872064576,0.29817914317656746,0.11919474064322602,0.5625038140611202,0.32682531887447375,0.7782466168865044,0.40427817545612077,0.7283245320403063,0.10122875654024728,0.12449893031414488,0.25169218345114425,0.11619376147424179,0.1914015390272083,0.02633267621572292,0.08617601391230255,0.33816437389888326,0.30053210931856167,0.35619218098143607,0.03197704732918438,0.13702133486395857,0.1932531904497726,0.20748807654429777,0.016494327282635786,0.6628917509877577,0.14202707285284635,0.007384609343650282,0.06938360324513176,0.8318827077954566,0.35319450733218805,0.007507776479913904,0.14914262935988443,0.8075369208231686,0.705435246209103,0.40928448992064403,0.06564658761728079,0.105962359452215,0.1358840137602335,0.08109284161340206,0.09025935786136124,0.2133974972219372,0.10511880209411785,0.009614421872132076,0.011180872944314826,0.3362426973893233,0.19054518742481005,0.033362227125657985,0.06313464636697398,0.04769478046913583,0.25486615393949424,0.5612182774240029,0.6439746272520983,0.5187419990666439,0.00886139029308119,0.391944177961799,0.9409560727577921,0.9380877851704641,0.038358767893093365,0.025927900290748818,0.18486566086493372,0.8010048478564816,0.5111724335593641,0.6656358177282089,0.6137585370968974,0.3088614781650463,0.07794735683598743,0.23191248061817474,0.20491345392002788,0.06284182385955175,0.020321078423557425,0.16502574167098205,0.5305208451047614,0.730902346816011,0.01461081211935231,0.10191835666750365,0.5796481251137634,0.7023123244179618,0.0,0.08903880602267841,0.27335816854257655,0.22483176474335637,1.0
0.18610033088401168,0.3944926485718967,0.3352608135912699,0.2996599470829199,0.0,1.0,0.2478329801727571,0.01874447514421505,0.39032982441932,0.5781561346636725,0.9999999999999999,0.3194974502699399,0.3759876118536198,0.22440470364405152,0.5092515822851632,0.9676668367629535,0.04308310114803143,0.26177196722150975,0.2863201809714571,0.27329697697103095,0.03782907855023379,0.16408337862910868,0.11644097474718743,0.05786049412021185,0.22516331466171466,0.36504390719755475,0.8710831719859545,1.0000000000000002,0.09944633255001653,0.2733201978460606,0.2520496447365105,0.2699144240677183,0.5094423039213916,0.5392915749069067,0.3355762170883725,0.37841297345809133,0.04540079830517692,0.02159999404534574,0.19866554635550765,0.35558021850712035,0.17768269911286982,0.7425336790471762,0.834389178771969,0.9281808966051596,0.07775198877232346,0.47204851769743794,0.49937602816235394,0.33889058598982835,0.06766837019691338,0.16088902237524716,0.6303383862700305,0.3012999460493614,0.13253735152632998,0.059997568038873836,0.25855593304234226,0.6931990577400403,0.4063002413865104,1.0,0.5612019544046841,0.8021726486409935,0.02645037189497972,0.6717930561393075,1.0,0.21318758689521675,0.0061701040175385,0.012453041018034607,0.31394331413168586,0.2202956247613504,0.08912286772638603,0.045089674040295034,0.0794108326596906,0.2762902094357731,0.0860474652022429,0.061271738019651224,0.01597309627267249,0.33549418753233606,0.045624810433337,0.01385290066706028,0.16362260027789952,0.27306567659206293,0.4221739208938057,0.5931894684024382,0.3021927237215429,0.39818043208476617,1.0,0.303893266670136,0.13233726823533257,0.0,0.10649711295731182,0.09827574036455408,0.14110793170256342,0.25290775825267997,0.03694437843959138,0.027935776891322015,0.2035523787859147,0.4310386858671584,1.0,0.5187583166179166,0.13828507555052594,0.2550757031064435,0.7867865019560232,0.3752670201246666,0.8749120524829894,0.6508143216488858,0.05698233562635338,0.7734923771128798,0.9356575545363007,0.8622751556803524,0.4546963137190366,0.5590195509315088,0.6784255904011514,0.7801636866928849,0.12604360663511863,0.20464153517399566,0.15793735559033747,0.506437653221959,0.10337862150929769,0.9347365032047232,0.25947831078714206,0.17344475497466083,0.07021581353359178,0.281255876133713,1.0,0.7595324689733497,0.15733683234688084,0.21739251047570332,0.2996287469932325,1.0,1.0
0.58368853310243,0.09248174134922327,0.7764554673617488,0.20401269664959598,0.588904552550711,0.0777983621279809,0.6321081856516444,0.5453729489340198,0.7424923609668705,0.34758976234336214,0.11858803359679888,0.022868158697956463,0.7704710241782526,0.484860626919787,0.20908035358756974,0.08140624208140418,0.19364001208523696,0.39552727363709317,0.8472440736478607,0.22497253045007798,0.16242976542419835,0.1772017387600638,0.27209246811668736,0.20563648874036514,0.15315737545638602,0.10177566739691793,0.06106570127780066,0.057909317829176014,0.20795632703957748,0.07570695944047982,0.06400868035477138,0.10486928589682029,0.7244256134272322,0.48266566293332963,0.6164654993364178,0.8976304493411976,0.13467384565251733,0.17180990129177862,0.689800698517099,0.6118187271388573,0.014953618966384486,0.025710248970168135,0.05280305936344713,0.09872370584543161,0.021473635335230307,0.011902828607651302,0.051181383378152596,0.07348642157471787,0.5407809571623863,0.7918400274632221,0.17867712055870713,0.41766709562625404,0.21715146315767728,0.5324671561827289,0.7716575606555964,0.3349914672507226,0.1334362474830588,0.14035382510321068,0.17318574665736478,0.16763682029583096,0.19750939827542707,0.7330244129827038,0.1904216438984315,0.11266033911009143,0.5583445961492308,1.0000000000000002,0.12136999516264066,0.3095137558756233,0.5129368651336478,0.313611647681721,0.38592924490507957,0.6375979649901569,0.6758582516403611,0.2320462275376811,0.20274997090066718,0.796147643877697,0.28025653124580374,0.34793029050217317,0.1767949820848809,0.813914171377035,0.1011504385762528,0.23902659539417342,0.28514592816693235,0.14228086738937634,0.2654695248741048,0.05631326606024199,0.22033406992233537,0.1325317243335876,0.5083042143166268,0.07440146804982566,0.07453137929855136,0.08303354534636528,0.9607207218760252,0.3335405040485875,0.17915375009382756,0.14226866212850592,0.07213800461527688,0.0060571224528378625,0.5713934631769347,0.4784818840453006,0.1255015070025711,0.05225322782981033,0.32826023502832685,0.559008828447939,0.13125591021275718,0.20327107268303612,0.03875875474721906,0.06702037021014286,0.5749659450528745,0.7263699500801131,0.7885705331523492,0.742403766774496,0.045699762033073285,0.007319797797710352,0.22851148712172797,0.0852850751031971,0.05173982708639775,0.12636167425712033,0.22662930936032086,0.8624582027943092,0.05609060620048423,0.3403960129205275,0.24846675413901678,0.10240014557427042,0.2521375609127653,0.40050228154497564,0.5890760829808236,0.2764115119429639,1.0
0.26380692729926825,0.2988193980723051,0.43482767980079506,0.08894957016251968,0.3989661008126323,0.22749588935891088,0.8373001145448332,0.23742579326160038,0.49473847099828966,0.5468251571524099,0.44687810887901014,0.1273841168058887,0.7452686726295429,0.30440002613365863,0.6373941270204968,0.0016136843881374803,0.11265418153402323,0.41483416438527265,0.48380187836478616,0.2374898683496579,0.19524278618179053,0.23290212761616697,0.3735552591441103,0.2991865222920619,0.37494541875810566,0.16698686886532652,0.14257147742958606,0.16370881670646487,0.44753655743738674,0.25635055476249086,0.076318625848924,0.006239247425569899,0.31357171379047033,0.4885268711897279,0.5365725288745851,0.21162815904575005,0.10830556050810033,0.5085963316548149,0.6484963327021497,0.7552607872379342,0.0947833993159098,0.25445793758333873,0.3563854847891669,0.21886774992246164,0.34856354087156427,0.46992363704303114,0.11799423527652668,0.16350783430098145,0.17509984536870074,0.22530807650227483,0.6422815149720856,0.8118877865146278,0.14423094154927732,0.941651605855692,0.7148220968909712,0.6508039753667074,0.29895376661998996,0.2511423312501845,0.7715888234218444,0.3764837978924218,0.9800901774043935,0.14562485906993666,0.512033699760953,0.6701708542812881,0.22588476959896278,0.47967113747367274,0.03523498242510428,0.20654636735193382,0.1419843929788093,0.5317653866651157,0.05175543359022899,0.3164445192697106,0.24699640634658213,0.02330248646938316,0.23428523787744632,0.6533059239631344,0.6966034660797825,0.051811530854662474,0.25551963768828906,0.7616172164300057,0.19964088373429895,0.4272745258482807,0.023885885576857224,0.10182731340350407,0.06889005380279167,0.10951362170558614,0.08009452535531011,0.15918502769545215,0.17801961790382415,0.01108970417292775,0.03856570471097828,0.25348615346888426,0.34537551297467517,0.12015969723010723,0.0682455423558039,0.05307200788004374,0.18627322848127895,0.46452463454349113,0.4172680437688304,0.2742290836864049,0.08405688431003865,0.5262007242761898,0.8923721642047875,0.8259843264175031,0.06880549998724836,0.028706156788880978,0.04944209078190387,0.31593935170084403,0.6476484471394716,0.7119186562267852,0.7674313122087302,0.3522295486896412,0.10770295668362333,0.3299223990767117,0.225404751614911,0.06181948090013182,0.14926083062852957,0.44339021124953093,0.5247916755800752,0.4265842205137948,0.07331216472649586,0.3673971281048458,0.31008086934057877,0.3769455782848082,0.14571979280079622,0.24316963623360796,0.21786093804383647,0.03350736272049355,1.0
0.608257294899875,0.6610983891581232,0.4683922483322619,0.43068219990092255,0.5228140993819764,0.5830963363069233,0.25054632536046295,0.13239311526915482,0.5302770773302508,0.5778107967386832,0.18220196294882268,0.36347729707802245,0.37056691415160503,0.8141340657723178,0.16183337210706722,0.07435371338577274,0.11636595151607954,0.3077648682562194,0.43701230982882855,0.40630149221908285,0.1331464638594046,0.5191422611174461,0.23509137531016228,0.30562853459230865,0.06905045733629431,0.9296919379002216,0.34210811121382356,0.5415640397969003,0.321364304300709,0.09724374368378108,0.05984855197559209,0.09764245997544423,0.7503781778663956,0.558993951609128,0.4614550497160841,0.4523210361544242,0.22716833862071673,0.5896634651795563,0.5770801383086509,0.6552626789748239,0.06970552555809341,0.4096474129076921,0.47297823632360403,0.3258102584626772,0.09460116654090023,0.019380903239364047,0.09541235252833045,0.1471761524431612,0.11856535022669254,0.2721978502972826,0.4767133322697541,0.09752757957389718,0.49746823229585235,0.6737984249459119,0.3901974093178013,0.23679436460849876,0.20117606220598303,0.531580741373093,0.6498174607613796,0.1256815346244942,0.019402062321541035,0.012447046202800731,0.9504393969541506,0.9214042063749268,0.2600339352751651,0.12146628141970546,0.40816955005235045,0.391820561555087,0.5536992767209619,0.33607591219094457,0.15675109707622178,0.41697794802452026,0.053461750504854494,0.060507596898788776,0.5988260689884547,0.37669752927941347,0.03207947162920123,0.0034733273791255916,0.7379572067381561,0.3440434323607501,0.8749248647762113,0.9137152239851367,0.316248489257857,0.31434831541794195,0.8357799070350975,0.2683319708249166,0.14674776544976292,0.11606611568352651,0.1868831652461594,0.013078925100860707,0.057046054613436335,0.49524974616377687,0.06513001773494784,0.01938355254124658,0.15110699941688077,0.4087904950902071,0.5665386972615613,0.7666789106375188,0.13480394219680872,0.15986778165155552,0.2871453021386983,0.2876929499927334,0.8774315991159058,0.565378982156525,0.509077189107898,0.08516302572617157,0.16939741091347973,0.6885452152509611,0.4468338289457093,0.6953749458436822,0.7398931783582807,0.19998725658806848,0.08562927938914744,0.7716577682223236,0.3442826412315599,0.2475580346327611,0.09555281972981691,1.0,0.676907436909058,0.2527011519433499,0.4670676269219859,0.2870638734989392,0.19273203615658632,0.4059090168219949,0.4891959908461513,0.3126936906583499,0.05013748383225729,0.02514470393630097,1.0
0.19938233991847154,0.5144925060319131,0.5380785845214083,0.04027428899337849,0.42152515675776436,0.37161895122183597,0.8922498981648731,0.1727504156493368,0.5103702527312222,0.29468256894324285,0.12800280612041742,0.02013813604346705,0.34647689379484264,0.11424349825082335,0.08970537643927294,0.01428705307650346,0.041495072088400864,0.2471210993557386,0.39010847470190574,0.09100798986445266,0.1145818468637156,0.2563053726283396,0.6210301982505474,0.2764667315329498,0.042625685270247515,0.13802250938606273,0.06205079984959641,0.03890607288211496,0.025242684967130877,0.019928108954886888,0.15941889537169754,0.05192177606068032,0.334852986432147,0.4602014844087599,0.8342574735460386,0.8786785530474605,0.3719207335500116,0.7992140141572139,0.9128782525169684,0.9052794096266992,0.01069857442509319,0.15590222674670592,0.1869746297019373,0.0,5.55982780840134e-05,0.032744794009057686,0.16023803453784954,0.3930153635118436,0.45908825935550746,0.32830642984489844,0.23937847103233958,0.5824359682185575,0.46444805177857995,0.8698640818399157,0.41153017140607373,0.6511664401694163,0.017770854552075305,0.13470434481491214,0.13178245839136107,0.010946360552094025,0.0,0.0679630557138417,0.1910107865359119,0.26009945096207804,0.14288441295138063,0.13500680028020953,0.02493830761988626,0.47135692461490747,0.04540362565104748,0.15982780607924618,0.01862454183744009,0.8311640442005745,0.003350218180643209,0.020632570029571595,0.0708581269748882,0.7777151914571888,0.0,0.017600247698661052,0.13110608961725642,0.727811165735782,0.2668189642877304,0.2586259960691432,0.021781115569661835,0.06426164671062866,0.035199707756986554,0.05434039840968677,0.02242163329395325,0.12697404612747074,0.01193794817820427,0.0018367176695135872,0.06504084078770475,0.33805083354810944,0.0007771651193145993,0.01425986015577392,0.06226998136711233,0.10318415573897721,0.342309628423549,0.9821542983228462,0.627482588381448,0.2796897276887864,0.055401680224951795,0.29730356343507897,0.613208175908027,0.5859065298123742,0.09343069626208052,0.02343961482131511,0.2215997650072179,0.5137925356151505,0.1801047359027502,0.6992966486818475,0.8020074990986257,0.6589644729930211,0.043765565142147314,0.6889525311797599,0.6181241659789474,0.0628128856835951,0.04353971403826669,0.2577235966748953,0.9908733283444089,0.6785532944656788,0.853875775626506,0.1554647988128295,0.3085394619415741,0.33730140305154493,0.9149607384054936,0.8728992593041314,0.13584805505334244,0.0654833769101761,1.0
0.5022697873877227,0.14515706728515268,0.10538514814857246,0.000495802747570091,0.5978767121830172,0.10491343157050044,0.022922978845092073,0.005419893427720473,0.7481124661231762,0.19783370897203784,0.03326354580006968,0.0013428384623068459,0.7754804949084448,0.17164256127944924,0.1353450213127284,0.0047868723574256145,0.22760338683438652,0.738606615241775,0.2353351658979379,0.00035030432676804585,0.18482484460880072,0.08733540125453099,0.11309402264522633,0.10256016485506593,0.3380146164163715,0.012410099125226854,0.009771852370021823,0.03281116993051514,0.16323332850715214,0.010362788959932936,0.06460236589861672,0.006068740269792836,0.5691101830421232,0.7153151044823018,0.8724840827915645,0.4261732254897924,0.09695483671263581,0.30330709205577755,0.9864813355660275,0.9167895556571315,0.1097426412620505,0.02373728594686939,0.08205255262653048,0.14045364231805843,0.0035743725765218677,0.004727576754760232,0.19249939850165437,0.2051606615940578,0.526192791448578,0.2560082238360395,0.2191595610236289,0.7135865032970462,0.13430427430271824,0.5208645808704354,0.6252356198881625,0.255627349099662,0.5884517526059485,0.06771872373031952,0.4212613133573327,0.26435946571408186,0.18338835903810352,0.09901483821220092,0.5529244213210585,0.5657229880098993,0.3354988872408369,0.3665075280522867,0.04007368444411019,0.6369160152323485,0.10888409991646873,0.28449861180116043,0.1368145453123263,0.25758956078888884,0.5040208007636617,0.08969019122744223,0.7247500425389621,0.48793684058278364,0.7911904941440021,0.2523489362758863,0.22240708680221818,0.6241888079798432,0.08797663161359681,0.12524543125394186,0.0971192192999914,0.10570153987726824,0.20824594856273476,0.15757306178915317,0.17307791153815463,0.16926234458699788,0.17548627402898367,0.04269294658154198,0.20685554711230764,0.25963244184888196,0.26815589183640703,0.16163216683657494,0.25071682103870646,0.17526957515165897,0.024588082668789008,0.5204131650643274,0.7974482181064664,0.5144442892360775,0.27672635966485504,0.3481319061687679,0.930957529874783,0.9275844464147323,0.2647239834091153,0.14965764297934464,0.06261042048547065,0.25388553739235087,0.7838052209665244,0.8043843082327686,0.8385510428325482,0.18176004645385735,0.04869745932950903,0.19471252696881206,0.17695053432032568,0.07803068127035179,0.03632072047175135,0.11067937613583001,0.10413073295374262,0.29496517459016747,0.08121578374673998,0.16757246930838365,0.03651152676658608,0.04313153496615023,0.11408721149400641,0.2571354626155504,0.13402766162083107,0.035178103197678265,1.0
0.42864611912310346,0.363857297866471,0.45168534022419776,0.001714136948824096,0.31929853382460627,0.32481073254225606,0.7365451559221258,0.163262206595279,0.5971950162382653,0.40398911905269963,0.3550184231642231,0.18307120870475244,0.7619366318847016,0.23850571998821515,0.39356213483616853,0.09444663866213485,0.07393989541574719,0.25482997903891824,0.5495270738335518,0.03560336398978562,0.09510070716174374,0.1369086968563148,0.17202863997248494,0.06996602432603131,0.4350323093213172,0.13553268651388353,0.09347692536892495,0.10239629069594441,0.20399872055754778,0.040494526732581006,0.13911437329024276,0.06643558179727967,0.25701535875830084,0.3135668876733621,0.13965327578101516,0.3893851562601719,0.09125251141653988,0.6910602155199324,0.49675469039686604,0.5205093308869877,0.14674114374210884,0.18709278797341272,0.2608138475590882,0.192556177727519,0.062217765454788194,0.10128023602756626,0.21246975157730544,0.37178827162693573,0.21456910423213757,0.2566030361210776,0.16610676325308785,0.19769265325090535,0.22383410706981816,0.9515640163441329,0.836824889809006,0.5899724711996507,0.9248579860787973,0.19502535901234547,0.6941833212424111,0.46379087394968144,0.9999999999999999,0.6277270188142727,0.2655696452622449,0.7257604857194753,0.4432600131826975,0.5667014750079568,0.2660914042707656,0.4419057987260901,0.216570915464521,0.4364942369584988,0.13336703695450333,0.18799587629986547,0.4089488519341138,0.07881980699515091,0.1641735081821917,0.4241615211766898,0.7785943175035098,0.21207981736748904,0.20598667467330284,0.33637369879725354,0.26814750220724354,0.5219821669281555,0.0478798340592917,0.31826344092643355,0.2270707679093113,0.09395496619367438,0.038624051217196975,0.19958611322395733,0.04187382764521567,0.012764134668373069,0.07205335271269378,0.45521138583362813,0.34730608819336795,0.1845213798807181,0.10774138662009224,0.2277752447893086,0.0659972818124763,0.3847214138660279,0.3124937950556241,0.5889171126594664,0.28938270533431315,0.18576028210607443,0.6165196762007827,0.3663634321453537,0.26858122886748054,0.13487264866663135,0.1301217776597726,0.20559087096597115,0.653971485934461,0.45373970761902965,0.6544654864019428,0.3058467998177741,0.08262216077936133,0.5545119778403742,0.6608507735895758,0.5018244303237828,0.26752085340452025,0.577446564061134,0.8303243646267743,0.29746022706572656,0.5854936245264947,0.416247846623941,0.22890937283329904,0.30264205207263106,0.3112781701774305,0.8981496029002066,0.3092216654509876,0.04103981652996774,1.0
